Year of arrival at port of disembarkation,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Total disembarked,Percent men,Percent women,Percent children,Captive deaths during crossing,Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)"
1762,Lisbon,Luanda,"Bahia, place unspecified",488,439,,,"0,01025",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",380,329,,,"0,010638298",,,
1770,"Southeast Brazil, port unspecified",Epe,Rio de Janeiro,299,280,,,"0,01071",,,
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,462,401,,,"0,010940919",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",552,479,,,"0,010989011",,,
1727,Rio de Janeiro,Luanda,Rio de Janeiro,460,419,,,"0,010989011",,,
1689,London,Gambia,Newcastle (Nevis),282,246,"0,86264","0,12637","0,01099",36,34,179
1758,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,629,526,,,"0,01113",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",542,475,,,"0,01119403",,,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",448,375,,,"0,011286682",,79,
1797,Liverpool,Bonny,Kingston,444,444,"0,56787","0,42081","0,01131",0,71,172
1798,Liverpool,Gambia,Demerara,181,176,"0,71023","0,27841","0,01136",5,22,117
1758,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",350,313,,,"0,01143",,,
1731,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",442,441,,,"0,011441648",1,37,
1762,Rio de Janeiro,Luanda,Rio de Janeiro,433,389,,,"0,01155",,,
1763,Lisbon,Luanda,Rio de Janeiro,432,404,,,"0,01157",,,
1766,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,344,322,,,"0,01163",,,
1766,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",429,382,,,"0,01166",47,34,
1766,Lisbon,Luanda,Rio de Janeiro,427,384,,,"0,01171",,,
1767,Rio de Janeiro,Luanda,Rio de Janeiro,426,377,,,"0,01174",,,
1727,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,516,447,,,"0,011764706",,,
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,342,286,,,"0,01183432",,,
1762,Rio de Janeiro,Luanda,Rio de Janeiro,253,224,,,"0,01186",,,
1796,Liverpool,"West Central Africa and St. Helena, port unspecified","Barbados, place unspecified",343,336,"0,58036","0,40774","0,0119",,,223
1769,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",336,314,,,"0,0119",,,
1744,Lisbon,Luanda,Rio de Janeiro,419,375,,,"0,01193",,,
1712,Texel,"Whydah, Ouidah",Curaçao,585,476,"0,65582","0,33219","0,01199",109,85,309
1758,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",333,290,,,"0,01201",43,35,224
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,420,364,,,"0,012048193",,,
1767,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",248,242,,,"0,0121",6,30,
1748,"Bahia, place unspecified",Luanda,Rio de Janeiro,164,145,,,"0,0122",,,
1768,Nantes,"Gold Coast, Fr. definition",Cap Français,373,246,"0,5122","0,47561","0,0122",127,140,391
1765,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,245,217,,,"0,01224",,,
1726,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,248,226,,,"0,012244898",,,
1795,Liverpool,Ambriz,Havana,420,406,"0,58374","0,40394","0,01232",14,65,346
1758,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",242,226,,,"0,0124",,,
1765,"Bahia, place unspecified",Luanda,Rio de Janeiro,483,434,,,"0,01242",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,481,455,,,"0,01247",26,51,
1704,London,Gambia,"Virginia, port unspecified",100,81,"0,975","0,0125","0,0125",19,80,205
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,400,335,,,"0,012658228",,,
1719,"Pernambuco, place unspecified",Elmina,"Pernambuco, place unspecified",79,72,"0,81013","0,17722","0,01266",,,
1729,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",399,418,,,"0,012690355",,16,
1770,"Southeast Brazil, port unspecified",Badagry/Apa,Rio de Janeiro,252,236,,,"0,01271",,,
1726,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",318,285,,,"0,012738854",,,
1727,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",318,285,,,"0,012738854",,,
1806,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",589,470,,,"0,01277",96,42,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",396,331,,,"0,012787724",,,
1727,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",314,281,,,"0,012903226",,,
1795,Lisbon,Luanda,Pará,536,495,,,"0,01306",,,
1807,Liverpool,Bonny,"Dominica, place unspecified",313,306,"0,6634","0,32353","0,01307",7,,199
1795,Lisbon,Luanda,Pará,535,494,,,"0,01308",,,
1728,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",385,322,,,"0,013157895",,,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,460,399,,,"0,013215859",,,
1762,Rio de Janeiro,Luanda,Rio de Janeiro,371,347,,,"0,01348",,,
1766,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",222,207,,,"0,01351",15,34,167
1748,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,365,326,,,"0,0137",,,
1726,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,358,300,,,"0,014164306",,,
1857,New Orleans,Popo,Freetown,70,70,"0,85714","0,12857","0,01429",0,,
1793,Bristol,Anomabu,"Barbados, place unspecified",70,69,"0,62857","0,35714","0,01429",1,,
1764,Rio de Janeiro,Luanda,Rio de Janeiro,345,323,,,"0,01449",,,
1727,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,420,352,,,"0,014492754",,,
1764,Rio de Janeiro,Luanda,Rio de Janeiro,275,257,,,"0,01455",,,
1764,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,412,365,,,"0,01456",,,
1741,Zeeland,Cape Lahou,"Suriname, place unspecified",232,187,"0,8235294","0,16176471","0,014705882",45,85,274
1749,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",272,193,,,"0,01471",79,33,
1749,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",204,170,,,"0,01471",34,11,
1742,"Pernambuco, place unspecified",Luanda,Rio de Janeiro,339,307,,,"0,01475",,,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",480,416,,,"0,014799154",,,
1742,Rio de Janeiro,Luanda,Rio de Janeiro,336,304,,,"0,01488",,,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",477,399,,,"0,014893617",,,
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,340,285,,,"0,014925373",,,
1710,,Elmina,Curaçao,139,83,"0,74436","0,2406","0,01504",56,82,
1806,"Bahia, place unspecified","West Central Africa and St. Helena, port unspecified","Bahia, place unspecified",410,392,,,"0,01531",15,34,
1742,"Pernambuco, place unspecified",Luanda,"Bahia, place unspecified",325,286,,,"0,01538",39,39,
1727,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",330,276,,,"0,015384615",,,
1676,London,"Gold Coast, port unspecified","Jamaica, place unspecified",400,324,"0,65123","0,33333","0,01543",76,,249
1790,London,Gambia,"Dominica, place unspecified",131,129,"0,76744","0,21705","0,0155",2,,129
1727,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",524,439,,,"0,015503876",,,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,393,341,,,"0,015503876",,,
1721,London,Gambia,York River,209,193,"0,93264","0,05181","0,01554",16,50,188
1742,Rio de Janeiro,Luanda,Rio de Janeiro,450,390,,,"0,01556",,,
1763,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,252,223,,,"0,01587",,,
1763,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,376,352,,,"0,01596",,,
1675,London,Cape Coast Castle,Newcastle (Nevis),407,318,"0,58974","0,39423","0,01603",,,
1675,London,Cape Coast Castle,Newcastle (Nevis),408,319,"0,58974","0,39423","0,01603",,,
1731,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",380,138,,,"0,01604278",242,17,
1758,Lisbon,Luanda,Rio de Janeiro,371,332,,,"0,01617",,,
1765,Rio de Janeiro,Luanda,Rio de Janeiro,371,347,,,"0,01617",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",314,281,,,"0,01618123",,,
1712,Vlissingen,"Whydah, Ouidah",Curaçao,611,571,"0,67594","0,30769","0,01637",40,100,288
1789,Liverpool,Bonny,Montego Bay,400,366,"0,50273","0,48087","0,01639",,,138
1805,,São Tomé,Havana,73,61,"0,98361",0,"0,01639",,52,
1758,"Bahia, place unspecified",Luanda,Rio de Janeiro,243,215,,,"0,01646",,,
1793,Liverpool,Ambriz,Kingston,338,303,"0,63366","0,34983","0,0165",35,43,207
1728,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",307,281,,,"0,01655629",,,
1765,"Bahia, place unspecified",Epe,Rio de Janeiro,294,302,,,"0,01656",,,
1808,London,Bonny,"Dominica, place unspecified",400,360,"0,59722","0,38611","0,01667",,,304
1728,Rio de Janeiro,Luanda,Rio de Janeiro,304,264,,,"0,016722407",,,
1735,Bristol,"Africa, port unspecified",Charleston,298,239,,,"0,01674",,,167
1767,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,356,333,,,"0,01685",,,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,300,275,,,"0,016949153",,,
1797,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,483,410,"0,58049","0,40244","0,01707",,,268
1748,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",350,313,,,"0,01714",,,
1765,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",408,381,,,"0,01716",,,
1726,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,296,268,,,"0,01718213",,,
1749,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,232,210,,,"0,01724",,,
1792,Liverpool,Bonny,Montego Bay,472,463,"0,52052","0,4622","0,01728",9,62,226
1758,Zeeland,Malembo,"Suriname, place unspecified",465,464,"0,71706","0,26566","0,01728",1,38,262
1766,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",346,303,,,"0,01734",43,40,
1804,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",286,273,,,"0,01748",13,42,
1742,Lisbon,Luanda,Rio de Janeiro,570,494,,,"0,01754",,,
1679,London,Calabar,Saint John (Antigua),311,216,"0,41317","0,56886","0,01796",,66,
1681,London,Gambia,"Barbados, place unspecified",66,55,"0,74545","0,23636","0,01818",,62,
1715,"Barbados, place unspecified","Gold Coast, port unspecified","Barbados, place unspecified",216,177,"0,70909","0,27273","0,01818",,,
1829,"Guadeloupe, place unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Sierra Leone, port unspecified",113,89,"0,8909091","0,09090909","0,018181818",23,,
1735,Texel,Apammin,"Suriname, place unspecified",768,745,"0,76042","0,22135","0,01823",,52,211
1675,London,"Africa, port unspecified","Barbados, place unspecified",409,328,"0,6372","0,34451","0,01829",,,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,500,419,,,"0,018329939",,,
1798,Basse Indre,Luanda,Rio de Janeiro,327,294,,,"0,01835",33,42,
1764,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,326,289,,,"0,0184",,,
1793,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,271,271,"0,5941","0,38745","0,01845",0,53,246
1769,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,325,304,,,"0,01846",,,
1800,Rio de Janeiro,Luanda,Rio de Janeiro,526,488,,,"0,01848",38,51,
1727,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,330,302,,,"0,018518519",,,
1731,Rio de Janeiro,Luanda,"Bahia, place unspecified",275,275,,,"0,018518519",0,34,279
1769,Rio de Janeiro,Luanda,"Bahia, place unspecified",377,352,,,"0,01857",,,
1765,Rio de Janeiro,Luanda,Rio de Janeiro,376,352,,,"0,01862",,,
1766,Rio de Janeiro,Luanda,Rio de Janeiro,375,332,,,"0,01867",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",434,376,,,"0,018779343",,,
1792,Liverpool,Bonny,Montego Bay,329,313,"0,53312","0,44795","0,01893",16,58,277
1792,Liverpool,Bonny,"Dominica, place unspecified",326,314,"0,54603","0,43492","0,01905",12,45,247
1804,Rio de Janeiro,Luanda,Rio de Janeiro,525,507,,,"0,01905",18,46,
1744,Saint-Malo,"Africa, port unspecified","Martinique, place unspecified",131,105,"0,66667","0,31429","0,01905",,,358
1676,London,Cape Coast Castle,"Jamaica, place unspecified",391,313,"0,6709265","0,30990416","0,019169329",,,
1645,"Pernambuco, place unspecified",Ardra,"Pernambuco, place unspecified",156,132,"0,61538","0,36538","0,01923",,,
1731,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",318,276,,,"0,019230768",,,
1731,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",264,270,,,"0,019305019",,32,
1796,Liverpool,Ambriz,Kingston,523,515,"0,58252","0,39806","0,01942",8,45,280
1762,Lisbon,Luanda,"Bahia, place unspecified",306,289,,,"0,01961",,,
1731,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",258,236,,,"0,019762846",22,42,
1804,Rio de Janeiro,Luanda,Rio de Janeiro,810,769,,,"0,01983",41,52,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,360,301,,,"0,019830028",,,
1766,Rio de Janeiro,Luanda,Rio de Janeiro,302,267,,,"0,01987",,,
1769,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,301,269,,,"0,01993",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,401,372,,,"0,01995",,,
1665,London,Calabar,"Suriname, place unspecified",300,243,"0,61","0,37","0,02",57,,
1677,London,"Gold Coast, port unspecified","Barbados, place unspecified",512,400,"0,7125","0,2675","0,02",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",305,255,,,"0,02006689",,,
1726,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",305,273,,,"0,02006689",,,
1765,Rio de Janeiro,Luanda,Rio de Janeiro,347,324,,,"0,02017",,,
1742,Rio de Janeiro,Luanda,Rio de Janeiro,644,539,,,"0,02019",,,
1758,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,495,463,,,"0,0202",,,
1668,London,"Gold Coast, port unspecified","Barbados, place unspecified",259,207,"0,85859","0,12121","0,0202",,,405
1763,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",346,310,,,"0,02023",,,
1767,"Southeast Brazil, port unspecified",Epe,Rio de Janeiro,279,247,,,"0,02024",,,
1792,Liverpool,Bonny,Montego Bay,444,444,"0,51126","0,46847","0,02027",0,66,243
1727,Rio de Janeiro,Luanda,Rio de Janeiro,251,227,,,"0,020325202",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,492,457,,,"0,02033",35,46,
1726,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,300,275,,,"0,020408163",,,
1727,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,300,272,,,"0,020408163",,,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",500,522,,,"0,020408163",,36,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,537,503,,,"0,02048",34,41,
1728,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,445,386,,,"0,020642202",,,
1721,Le Havre,"Senegambia and offshore Atlantic, port unspecified",Cap Français,300,289,"0,50865","0,47059","0,02076",11,,224
1797,Liverpool,Bonny,Kingston,353,337,"0,5816","0,39763","0,02077",16,,217
1799,Lisbon,Luanda,"Bahia, place unspecified",624,602,,,"0,02083",22,24,278
1805,Rio de Janeiro,Luanda,"Pernambuco, place unspecified",487,441,,,"0,02108",,,
1740,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,427,357,,,"0,02108",,,
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,290,251,,,"0,02112676",,,
1778,Nantes,"Bight of Benin, place unspecified",Saint-Marc,596,546,"0,71815","0,26062","0,02124",,,279
1728,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",336,304,,,"0,021276595",,,
1807,Liverpool,Bonny,"Dominica, place unspecified",314,282,"0,61702","0,3617","0,02128",,,187
1797,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,448,423,"0,57447","0,40426","0,02128",,,403
1801,Rio de Janeiro,Luanda,Rio de Janeiro,562,496,,,"0,02135",66,21,
1803,Rio de Janeiro,Luanda,Rio de Janeiro,511,471,,,"0,02153",40,53,
1726,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,236,211,,,"0,021645023",,,
1763,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",276,258,,,"0,02174",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,506,460,,,"0,02174",46,47,
1742,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",458,436,,,"0,02183",22,41,
1741,"Bahia, place unspecified",Luanda,Rio de Janeiro,320,290,,,"0,02188",,,
1766,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,365,341,,,"0,02192",,,
1796,Liverpool,"Bight of Benin, place unspecified","Barbados, place unspecified",238,228,"0,60965","0,36842","0,02193",10,68,227
1727,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,232,211,,,"0,022026433",,,
1731,Rio de Janeiro,Luanda,Rio de Janeiro,231,207,,,"0,022123894",,,
1806,Lisbon,"West Central Africa and St. Helena, port unspecified","Bahia, place unspecified",316,224,,,"0,02215",83,41,
1660,Texel,"Africa, port unspecified",Curaçao,338,291,"0,82222","0,15556","0,02222",,,
1804,,Benguela,Maranhão,585,522,,,"0,02222",,,
1758,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",404,361,,,"0,02228",43,33,149
1740,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",314,304,,,"0,02229",10,49,
1727,Rio de Janeiro,Luanda,Rio de Janeiro,320,268,,,"0,022364218",,,
1802,Rio de Janeiro,Luanda,Rio de Janeiro,451,439,,,"0,02247",12,32,347
1792,London,Anomabu,"St. Vincent, port unspecified",137,132,"0,59091","0,38636","0,02273",5,47,203
1682,London,Gambia,"Barbados, place unspecified",100,90,"0,70455","0,27273","0,02273",10,41,115
1675,London,Ardra,"Jamaica, place unspecified",462,351,"0,7151","0,26211","0,02279",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,613,571,,,"0,02284",42,52,
1741,Rio de Janeiro,Luanda,Rio de Janeiro,437,379,,,"0,02288",,,
1807,Rio de Janeiro,Luanda,Rio de Janeiro,608,373,,,"0,02303",235,50,320
1792,London,"Gold Coast, port unspecified","St. Vincent, port unspecified",157,130,"0,59231","0,38462","0,02308",,,
1727,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",221,198,,,"0,023148147",,,
1728,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",221,198,,,"0,023148147",,,
1742,Rio de Janeiro,Luanda,Rio de Janeiro,518,449,,,"0,02317",,,
1769,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",345,305,,,"0,02319",,,
1728,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",220,195,,,"0,023255814",,,
1741,Rio de Janeiro,Luanda,Rio de Janeiro,387,350,,,"0,02326",,,
1645,"Pernambuco, place unspecified",Ardra,"Pernambuco, place unspecified",341,278,"0,50147","0,47507","0,02346",,56,
1800,Rio de Janeiro,Luanda,Rio de Janeiro,549,517,,,"0,02368",32,45,
1769,Rio de Janeiro,Luanda,Rio de Janeiro,462,432,,,"0,02381",,,
1805,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",377,369,,,"0,02387",8,36,
1800,Rio de Janeiro,Luanda,Rio de Janeiro,594,556,,,"0,02397",38,51,
1748,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",249,216,,,"0,0241",,,
1804,Rio de Janeiro,Luanda,Rio de Janeiro,581,549,,,"0,0241",32,14,
1731,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",253,213,,,"0,024291499",40,47,
1798,Rio de Janeiro,Luanda,"Pernambuco, place unspecified",534,493,,,"0,02434",,,
1804,Rio de Janeiro,Luanda,Rio de Janeiro,451,414,,,"0,02439",,,
1800,Lisbon,Luanda,"Pernambuco, place unspecified",612,561,,,"0,02451",,,
1699,London,"Gold Coast, port unspecified","Barbados, place unspecified",573,500,"0,46516","0,51025","0,02459",73,73,290
1798,Rio de Janeiro,Luanda,Rio de Janeiro,442,404,,,"0,02489",38,45,379
1728,Lorient,Gorée,New Orleans,400,356,"0,875","0,1","0,025",44,53,170
1741,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,517,448,,,"0,02515",,,
1749,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",356,309,,,"0,02528",,,
1802,Rio de Janeiro,Luanda,Rio de Janeiro,698,633,,,"0,02535",65,52,344
1740,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",472,431,,,"0,02542",41,11,
1723,"Pernambuco, place unspecified",Elmina,"Pernambuco, place unspecified",388,357,"0,92994","0,04459","0,02548",,,
1796,Liverpool,Congo River,Kingston,361,353,"0,5949","0,3796","0,0255",8,48,218
1769,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,353,330,,,"0,0255",,,
1803,Rio de Janeiro,Luanda,Rio de Janeiro,823,750,,,"0,02555",73,42,329
1802,Lisbon,Luanda,"Pernambuco, place unspecified",626,558,,,"0,02556",,,
1805,Rio de Janeiro,Luanda,Rio de Janeiro,352,326,,,"0,02557",26,66,
1686,London,Gambia,"Virginia, port unspecified",117,103,"0,76068","0,21368","0,02564",,,
1802,Lisbon,Luanda,Rio de Janeiro,623,564,,,"0,02568",,,
1677,London,"Gold Coast, port unspecified","Jamaica, place unspecified",194,155,"0,58709675","0,38709676","0,025806451",,,
1742,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",426,369,,,"0,02582",,,
1799,Rio de Janeiro,Luanda,Rio de Janeiro,548,502,,,"0,02583",46,,
1748,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",386,335,,,"0,02591",,,
1775,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",386,381,,,"0,02591",,37,
1775,La Rochelle,Malembo,Cap Français,393,347,"0,72622","0,24784","0,02594",46,53,402
1731,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,197,178,,,"0,026041668",,,
1799,Rio de Janeiro,Luanda,Montevideo,575,524,,,"0,02609",51,,
1763,Rio de Janeiro,Benguela,,380,,,,"0,02632",,,
1719,"Brazil, place unspecified",Elmina,"Pernambuco, place unspecified",388,357,"0,67105","0,30263","0,02632",,,
1674,London,"Gold Coast, port unspecified","Jamaica, place unspecified",531,415,"0,58168","0,41832","0,02651",,,
1767,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",224,199,,,"0,02679",25,31,135
1767,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",224,206,,,"0,02679",18,35,270
1675,London,Ardra,"Barbados, place unspecified",563,458,"0,72321","0,25","0,02679",105,,
1747,"Pernambuco, place unspecified",Luanda,"Pernambuco, place unspecified",261,231,,,"0,02682",,,
1765,"Bahia, place unspecified",Luanda,Rio de Janeiro,521,487,,,"0,02687",,,
1797,Liverpool,Bance/Bunce Island,Demerara,80,74,"0,63514","0,33784","0,02703",,,161
1802,Rio de Janeiro,Luanda,Rio de Janeiro,440,409,,,"0,02703",31,49,262
1698,London,"Whydah, Ouidah","Barbados, place unspecified",146,111,"0,54955","0,42342","0,02703",,,552
1806,Lisbon,Luanda,Pará,555,495,,,"0,02703",,,
1762,Rio de Janeiro,Luanda,Rio de Janeiro,295,261,,,"0,02712",,,
